X,Y,ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR,ObjectId
-8423849.32525891,5688956.92939362,1992-0012,,"Strathcona’s Folly is intended to encourage us to consider the cycle of life. It is constructed using real pieces of local architectural history. There are pieces of the Institut Jeanne-d’Arc, a convent on Sussex Drive, stone faces from a broanch of the Bank of Montreal, balustrades from the Chateau Laurier Hotel, bits of the Royal Canadian Mint, the Capitol Theatre, the Windsor-Duvernay Hotel, the Parliament Buildings, bronze rosettes from the Daly Building, and even one of the old swing seats from the park.

Original design of bronze animals is by Schleich Productions.","L’œuvre Extravagance architecturale de Strathcona vise à encourager le spectateur et la spectatrice à considérer le cycle de la vie. Elle a été construite avec des éléments réels de l’histoire de l’architecture locale, qui sont représentés grâce aux pièces d’un jeu de construction pour adultes. Elle intègre ainsi des éléments d’un couvent de la promenade Sussex, l’institut Jeanne-d’Arc, des frontons en pierre d’une succursale de la Banque de Montréal, des balustrades de l’hôtel Château Laurier, des éléments de l’édifice de la Monnaie royale canadienne, du théâtre Capitol, de l’hôtel Windsor-Duvernay et des édifices du Parliament, des rosaces en bronze de l’immeuble Daly, et même de vieux sièges de balançoires du parc Strathcona.

Conception originale des animaux en bronze par Schleich Productions.",PA20,https://ottawa.ca/sites/default/files/images/featured/strathcona.jpg,https://ottawa.ca/sites/default/files/images/featured/strathcona.jpg,,45.426752,-75.672726,25 Range Rd,"25, ch Range",Strathcona's Folly,Strathcona's Folly,"Brathwaite, Stephen","25 Range Road, Strathcona Park","25 Range Road, Strathcona Park",Ottawa,ON,20210118,"concrete, stone, bronze and wood","béton, pierre, bronze et bois",1992,25
-8425887.13985738,5689463.71970088,1993-0001,K1N 1B7,Marian Slota's artwork consists of large wall murals located at each entrance and exit. The murals are designed to provide easy identification of the five parking levels and to create a pleasant atmosphere.,"Situées à chaque entrée et sortie du stationnement, les grandes murales créées par Marian Slota servent à en indiquer chacun des cinq niveaux et à créer un environnement agréable.",PA21,https://ottawa.ca/sites/default/files/images/featured/1993-0001-001r.jpg,https://ottawa.ca/sites/default/files/images/featured/1993-0001-001r.jpg,,45.429947,-75.691032,145 Clarence St,"145, rue Clarence",Untitled  ,Untitled  ,"Slota, Marian","145 Clarence, Clarence/Murray Street Parking Garage","145 Clarence, Clarence/Murray Street Parking Garage",Ottawa,ON,20210118,paint on concrete,peinture sur béton,1992,26
-8425887.13985738,5689463.71970088,1993-0002,K1N 1B7,"The Murray Street parking garage is home to 13 bronze alley cats by local sculptor Jean-Yves Vigneau. These alley cats will infiltrate your imagination. One squints down at you from its perch; another arches its back. Three kittens play in the attic window as their mother roams the rooftop.","Le garage de stationnement de la rue Murray abrite les 14 chats de gouttière en bronze de Jean-Yves Vigneau, sculpteur de la région. Ces chats de gouttière s’infiltreront dans votre imaginaire. L’un vous toise du regard du haut de son perchoir, l’autre fait le dos rond et trois chatons jouent devant la fenêtre en mansarde alors que maman chat rôde sur le toit.",PA22,https://ottawa.ca/sites/default/files/images/featured/1993-0002.jpg,https://ottawa.ca/sites/default/files/images/featured/1993-0002.jpg,,45.429947,-75.691032,145 Clarence St,"145, rue Clarence",Alley Cats,Les chats de gouttieres,"Vigneau, Jean-Yves","145 Clarence, Clarence/Murray Street Parking Garage","145 Clarence, Clarence/Murray Street Parking Garage",Ottawa,ON,20210118,bronze,bronze,1993,27
-8425659.82545717,5688781.18533786,1993-0003,K1N 6E2,,,PA23,,,,45.425644,-75.68899,2 Daly Ave,"2, av Daly",Grand monochrome rouge et detail,Grand monochrome rouge et detail,"Berlanga, Miguel","2 Daly Avenue, Arts Court","2 Daly Avenue, Arts Court",Ottawa,ON,20210118,corten steel ,acier de corten,1993,28
-8426452.08627315,5690910.80754612,1994-0001,K1N 1J1,"Using natural materials such as clay, wood and leather, Jim Thomson created a series of ""Forest benches"". The benches represent the four Ottawa seasons, bringing the outside natural world to the inside. Ceramic rocks with glazed and sculpted leaves, moss,","Tirant parti de matériaux naturels tels que l'argile, le bois et le cuir, Jim Thomson a créé toute une série de « Bancs sylvestres ». Ces bancs illustrent les quatre saisons à Ottawa, et recréent, dans I'enceinte même de l'hôtel de ville, le milieu nature",PA24,,,,45.439069,-75.696107,,,Untitled benches,sans titre bancs,"Thomson, Jim",,,Ottawa,ON,20210118,"clay, wood and leather","argile, bois et cuir",1994,29
-8426190.26283081,5690999.81060843,1994-0002,,,,PA320,,,,45.43963,-75.693755,111 Sussex Drive,"111, prom Sussex",Portes Rideau,Portes Rideau,"Berlanga, Miguel",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20210118,"glass, slate and brass","verre, ardoise et laiton ",1993,30
-8433711.11894829,5675313.71686876,1994-0003,K2G 4R7,This desk and chair was commissioned to integrate with the existing design of the Ottawa City Hall Council Chambers as part of renovations to the previous Ottawa City Hall at 111 Sussex Drive. Details in the chair and desk such as mother of pearl diamonds,"La commande du pupitre et de la chaise visait à ce que le mobilier s'intègre dans la conception de la salle du Conseil municipal d'Ottawa dans le cadre des rénovations effectuées à l'ancien hôtel de ville au 111, promenade Sussex. Les détails dans le pupi",PA25,,,,45.340672,-75.761316,100 Tallwood Dr,"100, prom Tallwood",Untitled: Mayor's desk  and Chair,Sans titre: pupitre et chaise du maire,"Kerr, Randy","100 Tallwood Drive, Central Archives  ","100 Tallwood Drive, Central Archives  ",Ottawa,ON,20210118,"wood, leather, mother of pearl","bois, cuir, de nacre",1993,31
-8426190.26283081,5690999.81060843,1994-0004,,,,PA321,,,,45.43963,-75.693755,111 Sussex Dr,"111, prom Sussex",Call for Expressions-Many Voices/Miltunkasik,Call for Expressions-Many Voices/Miltunkasik,"Newdigate, Ann",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20210118,tapestry and canvas,tapisserie et toile,1993,32
-8426452.08627315,5690910.80754612,1994-0005,K1N 1J1,"Widgery’s three-part outdoor sculpture of cast bronze and aluminum offers a whimsical look at the relationship between nature and the human order of things. A polar bear atop a pyramid of star constellations, a man inside a rocket ship-like cone and a tre","Cette oeuvre de Widgery, une sculpture extérieure en bronze coulé et en aluminium composée de trois segments, jette un regard fantaisiste sur la relation entre la nature et l’ordre des choses imposé par l’homme. Un ours polaire au sommet d’une pyramide de",PA26,,,,45.439069,-75.696107,111 Sussex Dr,"111, prom Sussex",Objective Memory,Objective Memory,"Widgery, Catherine",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20210118,cast bronze and aluminium ,fonte en bronze et aluminium,1993,33
-8426452.08627315,5690910.80754612,1994-0006,K1N 1J1,"Vox Populi or Voice of the People is a voice animated light sculpture. Directional microphones placed at the entrance doors pick up voices and sounds; the sound is then transformed by a micro-computer into light patterns that emanate from the central open","Vox Populi est une sculpture lumineuse commandée à Ia voix. Des microphones directionnels, placés aux portes d'entrée, recueillent les voix et les bruits, qui sont ensuite transformés en diagrammes de lumière commandés par ordinateur. Émanant de Ia niche",PA27,,,,45.439069,-75.696107,111 Sussex Dr,"111, prom Sussex",Vox Populi,Vox Populi,"Geuer, Juan",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20210118,mixed media,technique mixte,1994,34
-8426452.08627315,5690910.80754612,1994-0007,K1N 1J1,"The series of twelve sails are made of several layers of knotted nylon and dyed in various shades of yellow, orange, red and blue. Overlapping one another, the sails create new colours; the contrasting colours of the ropes outline their size and triangula","Cette serie de douze voiles est faite de plusieurs épaisseurs de nylon noué, teint en divers tons de jaune, d'orange, de rouge et de bleu. En se chevauchant, elles créent de toutes nouvelles teintes, tandis que les couleurs contrastantes des cordages font",PA28,,,,45.439069,-75.696107,111 Sussex Dr,"111, prom Sussex",Je veux la lune,Je veux la lune,"Beauchemin, Micheline",111 Sussex Drive,111 Sussex Dr,Ottawa,ON,20210118,"nylon filament, rope, dye","fil de nylon, corde et teinture",1994,35
-8421745.72084139,5688084.90479945,1994-0008,K1K 4P5,,,PA29,,,,45.421254,-75.653829,300 Coventry Rd,"300, ch Coventry",Switch Hitter,Switch Hitter,"Yuristy, Russell","300 Coventry Road, RCGT Park","300 Coventry Road, RCGT Park",Ottawa,ON,20210118,"aluminum, concrete, acrylic","aluminium, beton, acrylique",1994,36
-8425498.41219553,5689162.81445311,1994-0009,,"Justin Wonnacott was commissioned to create artworks for Rideau Street. He chose ""shelter, its loss and replacement"" as a theme for his work. The large granite disc, “From a Camper’s Diary”, uses a surveyor's words in a spiral around images of flames and","La Ville a demandé à Justin Wonnacott de créer des œuvres pour la rue Rideau. Le thème qu’il a choisi est celui de « l’abri, sa perte et son remplacement ». Le grand disque de granit, « From a Camper’s Diary », est gravé aux mots d’un arpenteur qui se dér",PA30,,,,45.42805,-75.68754,,,Shelter - Its Loss and Replacement,Shelter - Its Loss and Replacement,"Wonnacott, Justin",,,Ottawa,ON,20210118,inkjet print,épreuve à jet d'encre ,1994,37
-8417545.85909274,5681484.3487828,1995-0001,,,,PA322,,,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Stands of Time,Stands of Time,"Kerr, Randy","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20210118,mixed media,technique mixte,1994,38
-8417545.85909274,5681484.3487828,1995-0002,,,,PA323,,,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Repertoire of Reality,Repertoire of Reality,"Cronin, Lynda","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20210118,cibachrome and steel,cibachrome et acier,1995,39
-8417545.85909274,5681484.3487828,1995-0003,,,,PA324,,,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Untitled,Untitled,"Gilbert, Lorraine","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20210118,Ektachrome colour prints,épreuve Ektacolour,1994,40
-8417545.85909274,5681484.3487828,1995-0004,,,,PA325,,,,45.379621,-75.616101,2799 Swansea Cres,"2799, crois Swansea",Maintaining,Maintaining,"Feindel, Susan","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20210118,"frescoe Bueno on galvanized steel lathing, plywood and steel support system, steel angle frame, acrylic medium","frescoe bueno sur acier galvanisé,
contreplaqué et support d’acier",1995,41
